dt,averagetemperature,averagetemperatureuncertainty,city,country,latitude,longitude
1920-07-01,24.666,0.645,Abidjan,Côte D'Ivoire,5.63N,3.23W
1920-08-01,24.335,0.91,Abidjan,Côte D'Ivoire,5.63N,3.23W
1924-07-01,24.225,1.36,Abidjan,Côte D'Ivoire,5.63N,3.23W
1924-08-01,23.941999999999997,0.585,Abidjan,Côte D'Ivoire,5.63N,3.23W
1928-07-01,24.891,0.523,Abidjan,Côte D'Ivoire,5.63N,3.23W
1928-08-01,24.213,0.461,Abidjan,Côte D'Ivoire,5.63N,3.23W
1932-07-01,23.665000000000006,0.608,Abidjan,Côte D'Ivoire,5.63N,3.23W
1932-08-01,23.555,0.581,Abidjan,Côte D'Ivoire,5.63N,3.23W
1936-07-01,23.866,0.639,Abidjan,Côte D'Ivoire,5.63N,3.23W
1936-08-01,23.163,0.693,Abidjan,Côte D'Ivoire,5.63N,3.23W
1948-07-01,24.343000000000004,0.377,Abidjan,Côte D'Ivoire,5.63N,3.23W
1948-08-01,24.061999999999998,0.271,Abidjan,Côte D'Ivoire,5.63N,3.23W
1952-07-01,24.784,0.261,Abidjan,Côte D'Ivoire,5.63N,3.23W
1952-08-01,23.763,0.185,Abidjan,Côte D'Ivoire,5.63N,3.23W
1956-07-01,23.825000000000006,0.332,Abidjan,Côte D'Ivoire,5.63N,3.23W
1956-08-01,23.476999999999997,0.214,Abidjan,Côte D'Ivoire,5.63N,3.23W
1960-07-01,24.706,0.4,Abidjan,Côte D'Ivoire,5.63N,3.23W
1960-08-01,24.444000000000003,0.557,Abidjan,Côte D'Ivoire,5.63N,3.23W
1964-07-01,24.256999999999998,0.386,Abidjan,Côte D'Ivoire,5.63N,3.23W
1964-08-01,23.84,0.484,Abidjan,Côte D'Ivoire,5.63N,3.23W
1968-07-01,25.069000000000006,0.263,Abidjan,Côte D'Ivoire,5.63N,3.23W
1968-08-01,25.116,0.273,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-07-01,24.735,0.183,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-08-01,23.895,0.339,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-07-01,24.194000000000006,0.422,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-08-01,23.839000000000002,0.385,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-07-01,24.706999999999997,0.423,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-08-01,24.805999999999997,0.265,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-07-01,24.819000000000006,0.442,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-08-01,25.01,0.245,Abidjan,Côte D'Ivoire,5.63N,3.23W
1988-07-01,25.116,0.393,Abidjan,Côte D'Ivoire,5.63N,3.23W
1988-08-01,24.59,0.306,Abidjan,Côte D'Ivoire,5.63N,3.23W
1992-07-01,24.16,0.35,Abidjan,Côte D'Ivoire,5.63N,3.23W
1992-08-01,24.011999999999997,0.35100000000000003,Abidjan,Côte D'Ivoire,5.63N,3.23W
1996-07-01,24.866999999999997,0.191,Abidjan,Côte D'Ivoire,5.63N,3.23W
1996-08-01,24.671999999999997,0.525,Abidjan,Côte D'Ivoire,5.63N,3.23W
2000-07-01,24.87,0.41,Abidjan,Côte D'Ivoire,5.63N,3.23W
2000-08-01,24.884,0.922,Abidjan,Côte D'Ivoire,5.63N,3.23W
2004-07-01,24.968000000000004,0.412,Abidjan,Côte D'Ivoire,5.63N,3.23W
2004-08-01,24.656,0.184,Abidjan,Côte D'Ivoire,5.63N,3.23W
2008-07-01,25.651999999999997,0.136,Abidjan,Côte D'Ivoire,5.63N,3.23W
2008-08-01,25.219,0.348,Abidjan,Côte D'Ivoire,5.63N,3.23W
2012-07-01,24.989,0.461,Abidjan,Côte D'Ivoire,5.63N,3.23W
2012-08-01,24.656999999999996,0.321,Abidjan,Côte D'Ivoire,5.63N,3.23W
1920-07-01,16.573,0.805,Addis Abeba,Ethiopia,8.84N,38.11E
1920-08-01,16.509,0.867,Addis Abeba,Ethiopia,8.84N,38.11E
1924-07-01,16.058,0.7490000000000001,Addis Abeba,Ethiopia,8.84N,38.11E
1924-08-01,16.333,0.722,Addis Abeba,Ethiopia,8.84N,38.11E
1928-07-01,15.712000000000002,0.841,Addis Abeba,Ethiopia,8.84N,38.11E
1928-08-01,16.335,0.642,Addis Abeba,Ethiopia,8.84N,38.11E
1932-07-01,15.874,0.963,Addis Abeba,Ethiopia,8.84N,38.11E
1932-08-01,16.038,0.8059999999999999,Addis Abeba,Ethiopia,8.84N,38.11E
1936-07-01,16.320999999999998,0.484,Addis Abeba,Ethiopia,8.84N,38.11E
1936-08-01,15.802,1.176,Addis Abeba,Ethiopia,8.84N,38.11E
1948-07-01,15.902,1.918,Addis Abeba,Ethiopia,8.84N,38.11E
1948-08-01,15.889000000000001,1.32,Addis Abeba,Ethiopia,8.84N,38.11E
1952-07-01,15.759,1.656,Addis Abeba,Ethiopia,8.84N,38.11E
1952-08-01,15.777000000000001,1.726,Addis Abeba,Ethiopia,8.84N,38.11E
1956-07-01,15.610999999999999,0.6829999999999999,Addis Abeba,Ethiopia,8.84N,38.11E
1956-08-01,16.22,0.962,Addis Abeba,Ethiopia,8.84N,38.11E
1960-07-01,16.29,0.56,Addis Abeba,Ethiopia,8.84N,38.11E
1960-08-01,16.399,0.375,Addis Abeba,Ethiopia,8.84N,38.11E
1964-07-01,16.256,0.565,Addis Abeba,Ethiopia,8.84N,38.11E
1964-08-01,16.108,0.32299999999999995,Addis Abeba,Ethiopia,8.84N,38.11E
1968-07-01,16.476,0.282,Addis Abeba,Ethiopia,8.84N,38.11E
1968-08-01,16.587,0.3720000000000001,Addis Abeba,Ethiopia,8.84N,38.11E
1972-07-01,17.187,0.44,Addis Abeba,Ethiopia,8.84N,38.11E
1972-08-01,17.044,0.279,Addis Abeba,Ethiopia,8.84N,38.11E
1976-07-01,16.802,0.596,Addis Abeba,Ethiopia,8.84N,38.11E
1976-08-01,16.618,0.507,Addis Abeba,Ethiopia,8.84N,38.11E
1980-07-01,17.059,0.229,Addis Abeba,Ethiopia,8.84N,38.11E
1980-08-01,17.182000000000002,0.441,Addis Abeba,Ethiopia,8.84N,38.11E
1984-07-01,16.809,0.375,Addis Abeba,Ethiopia,8.84N,38.11E
1984-08-01,17.143,0.391,Addis Abeba,Ethiopia,8.84N,38.11E
1988-07-01,16.692999999999998,0.479,Addis Abeba,Ethiopia,8.84N,38.11E
1988-08-01,17.046,0.484,Addis Abeba,Ethiopia,8.84N,38.11E
1992-07-01,16.855999999999998,0.903,Addis Abeba,Ethiopia,8.84N,38.11E
1992-08-01,16.523,0.619,Addis Abeba,Ethiopia,8.84N,38.11E
1996-07-01,16.541,0.604,Addis Abeba,Ethiopia,8.84N,38.11E
1996-08-01,16.662,0.767,Addis Abeba,Ethiopia,8.84N,38.11E
2000-07-01,17.109,0.463,Addis Abeba,Ethiopia,8.84N,38.11E
2000-08-01,16.944000000000003,0.471,Addis Abeba,Ethiopia,8.84N,38.11E
2004-07-01,17.109,0.32,Addis Abeba,Ethiopia,8.84N,38.11E
2004-08-01,17.317,0.479,Addis Abeba,Ethiopia,8.84N,38.11E
2008-07-01,16.852999999999998,0.248,Addis Abeba,Ethiopia,8.84N,38.11E
2008-08-01,16.96,0.5670000000000001,Addis Abeba,Ethiopia,8.84N,38.11E
2012-07-01,18.303,2.523,Addis Abeba,Ethiopia,8.84N,38.11E
2012-08-01,18.927,2.087,Addis Abeba,Ethiopia,8.84N,38.11E
1920-07-01,28.122,0.259,Ahmadabad,India,23.31N,72.52E
1920-08-01,27.046,0.388,Ahmadabad,India,23.31N,72.52E
1924-07-01,29.1,0.526,Ahmadabad,India,23.31N,72.52E
1924-08-01,27.628,0.387,Ahmadabad,India,23.31N,72.52E
1928-07-01,28.665,0.232,Ahmadabad,India,23.31N,72.52E
1928-08-01,27.569000000000003,0.354,Ahmadabad,India,23.31N,72.52E
1932-07-01,28.75,0.433,Ahmadabad,India,23.31N,72.52E
1932-08-01,27.254,0.209,Ahmadabad,India,23.31N,72.52E
1936-07-01,28.004,0.8540000000000001,Ahmadabad,India,23.31N,72.52E
1936-08-01,27.524,0.508,Ahmadabad,India,23.31N,72.52E
1948-07-01,29.981,1.1740000000000002,Ahmadabad,India,23.31N,72.52E
1948-08-01,27.975,0.889,Ahmadabad,India,23.31N,72.52E
1952-07-01,28.64,0.21,Ahmadabad,India,23.31N,72.52E
1952-08-01,27.101,0.195,Ahmadabad,India,23.31N,72.52E
1956-07-01,27.075,0.421,Ahmadabad,India,23.31N,72.52E
1956-08-01,26.557,0.354,Ahmadabad,India,23.31N,72.52E
1960-07-01,29.251,0.254,Ahmadabad,India,23.31N,72.52E
1960-08-01,27.298000000000002,0.438,Ahmadabad,India,23.31N,72.52E
1964-07-01,28.531999999999996,0.34600000000000003,Ahmadabad,India,23.31N,72.52E
1964-08-01,27.643,0.28300000000000003,Ahmadabad,India,23.31N,72.52E
1968-07-01,29.606,0.3670000000000001,Ahmadabad,India,23.31N,72.52E
1968-08-01,27.334,0.452,Ahmadabad,India,23.31N,72.52E
1972-07-01,29.311,0.36,Ahmadabad,India,23.31N,72.52E
1972-08-01,28.299,0.345,Ahmadabad,India,23.31N,72.52E
1976-07-01,28.744,0.8290000000000001,Ahmadabad,India,23.31N,72.52E
1976-08-01,27.061,0.423,Ahmadabad,India,23.31N,72.52E
1980-07-01,28.755,0.226,Ahmadabad,India,23.31N,72.52E
1980-08-01,27.807,0.322,Ahmadabad,India,23.31N,72.52E
1984-07-01,28.651999999999997,0.6659999999999999,Ahmadabad,India,23.31N,72.52E
1984-08-01,26.703000000000003,0.319,Ahmadabad,India,23.31N,72.52E
1988-07-01,28.686999999999998,0.219,Ahmadabad,India,23.31N,72.52E
1988-08-01,28.181,0.231,Ahmadabad,India,23.31N,72.52E
1992-07-01,29.605,0.423,Ahmadabad,India,23.31N,72.52E
1992-08-01,27.812,0.327,Ahmadabad,India,23.31N,72.52E
1996-07-01,29.305,0.362,Ahmadabad,India,23.31N,72.52E
1996-08-01,27.307,0.409,Ahmadabad,India,23.31N,72.52E
2000-07-01,28.678,0.17600000000000002,Ahmadabad,India,23.31N,72.52E
2000-08-01,28.616,0.404,Ahmadabad,India,23.31N,72.52E
2004-07-01,29.769000000000002,0.466,Ahmadabad,India,23.31N,72.52E
2004-08-01,27.586,0.5589999999999999,Ahmadabad,India,23.31N,72.52E
2008-07-01,28.985,0.174,Ahmadabad,India,23.31N,72.52E
2008-08-01,27.246,0.315,Ahmadabad,India,23.31N,72.52E
2012-07-01,29.796999999999997,0.591,Ahmadabad,India,23.31N,72.52E
2012-08-01,28.086,0.446,Ahmadabad,India,23.31N,72.52E
1920-07-01,28.276,0.982,Aleppo,Syria,36.17N,37.79E
1920-08-01,28.973000000000003,0.399,Aleppo,Syria,36.17N,37.79E
1924-07-01,29.057,0.278,Aleppo,Syria,36.17N,37.79E
1924-08-01,28.77,0.418,Aleppo,Syria,36.17N,37.79E
1928-07-01,29.804000000000002,0.748,Aleppo,Syria,36.17N,37.79E
1928-08-01,28.667,0.561,Aleppo,Syria,36.17N,37.79E
1932-07-01,28.775,0.722,Aleppo,Syria,36.17N,37.79E
1932-08-01,29.374000000000002,0.602,Aleppo,Syria,36.17N,37.79E
1936-07-01,28.678,0.487,Aleppo,Syria,36.17N,37.79E
1936-08-01,29.688000000000002,0.652,Aleppo,Syria,36.17N,37.79E
1948-07-01,29.384,0.166,Aleppo,Syria,36.17N,37.79E
1948-08-01,29.182,0.193,Aleppo,Syria,36.17N,37.79E
1952-07-01,29.315,0.325,Aleppo,Syria,36.17N,37.79E
1952-08-01,29.709,0.345,Aleppo,Syria,36.17N,37.79E
1956-07-01,29.599,0.503,Aleppo,Syria,36.17N,37.79E
1956-08-01,29.752,0.35700000000000004,Aleppo,Syria,36.17N,37.79E
1960-07-01,29.154,0.299,Aleppo,Syria,36.17N,37.79E
1960-08-01,28.417,0.391,Aleppo,Syria,36.17N,37.79E
1964-07-01,29.174,0.406,Aleppo,Syria,36.17N,37.79E
1964-08-01,28.115,0.349,Aleppo,Syria,36.17N,37.79E
1968-07-01,29.938000000000002,0.295,Aleppo,Syria,36.17N,37.79E
1968-08-01,27.326,0.265,Aleppo,Syria,36.17N,37.79E
1972-07-01,27.976999999999997,0.41,Aleppo,Syria,36.17N,37.79E
1972-08-01,28.137,0.342,Aleppo,Syria,36.17N,37.79E
1976-07-01,27.747,0.327,Aleppo,Syria,36.17N,37.79E
1976-08-01,27.569000000000003,0.415,Aleppo,Syria,36.17N,37.79E
1980-07-01,30.468000000000004,0.248,Aleppo,Syria,36.17N,37.79E
1980-08-01,29.172,0.386,Aleppo,Syria,36.17N,37.79E
1984-07-01,29.025,0.414,Aleppo,Syria,36.17N,37.79E
1984-08-01,27.149,0.281,Aleppo,Syria,36.17N,37.79E
1988-07-01,30.471,0.418,Aleppo,Syria,36.17N,37.79E
1988-08-01,29.47,0.119,Aleppo,Syria,36.17N,37.79E
1992-07-01,27.756,0.245,Aleppo,Syria,36.17N,37.79E
1992-08-01,29.484,0.403,Aleppo,Syria,36.17N,37.79E
1996-07-01,31.08,0.181,Aleppo,Syria,36.17N,37.79E
1996-08-01,29.721,0.28600000000000003,Aleppo,Syria,36.17N,37.79E
2000-07-01,31.956999999999997,0.462,Aleppo,Syria,36.17N,37.79E
2000-08-01,29.873,0.377,Aleppo,Syria,36.17N,37.79E
2004-07-01,30.5,0.261,Aleppo,Syria,36.17N,37.79E
2004-08-01,29.281999999999996,0.366,Aleppo,Syria,36.17N,37.79E
2008-07-01,30.787,0.411,Aleppo,Syria,36.17N,37.79E
2008-08-01,31.206,0.644,Aleppo,Syria,36.17N,37.79E
2012-07-01,31.42,0.412,Aleppo,Syria,36.17N,37.79E
2012-08-01,30.516,0.999,Aleppo,Syria,36.17N,37.79E
1920-07-01,25.985,0.49,Alexandria,Egypt,31.35N,30.16E
1920-08-01,27.07,0.307,Alexandria,Egypt,31.35N,30.16E
1924-07-01,26.476999999999997,0.433,Alexandria,Egypt,31.35N,30.16E
1924-08-01,27.206,0.465,Alexandria,Egypt,31.35N,30.16E
1928-07-01,25.63,0.305,Alexandria,Egypt,31.35N,30.16E
1928-08-01,27.021,0.364,Alexandria,Egypt,31.35N,30.16E
1932-07-01,26.095,0.375,Alexandria,Egypt,31.35N,30.16E
1932-08-01,26.334,0.312,Alexandria,Egypt,31.35N,30.16E
1936-07-01,26.243000000000002,0.197,Alexandria,Egypt,31.35N,30.16E
1936-08-01,27.013,0.249,Alexandria,Egypt,31.35N,30.16E
1948-07-01,25.356,0.331,Alexandria,Egypt,31.35N,30.16E
1948-08-01,26.162,0.371,Alexandria,Egypt,31.35N,30.16E
1952-07-01,25.756999999999998,0.251,Alexandria,Egypt,31.35N,30.16E
1952-08-01,27.287,0.809,Alexandria,Egypt,31.35N,30.16E
1956-07-01,26.378,0.294,Alexandria,Egypt,31.35N,30.16E
1956-08-01,27.28,0.373,Alexandria,Egypt,31.35N,30.16E
1960-07-01,26.052,0.307,Alexandria,Egypt,31.35N,30.16E
1960-08-01,26.891,0.4,Alexandria,Egypt,31.35N,30.16E
1964-07-01,25.546999999999997,0.293,Alexandria,Egypt,31.35N,30.16E
1964-08-01,26.514,0.441,Alexandria,Egypt,31.35N,30.16E
1968-07-01,26.77,0.3670000000000001,Alexandria,Egypt,31.35N,30.16E
1968-08-01,26.424,0.161,Alexandria,Egypt,31.35N,30.16E
1972-07-01,25.74,0.446,Alexandria,Egypt,31.35N,30.16E
1972-08-01,27.057,0.418,Alexandria,Egypt,31.35N,30.16E
1976-07-01,25.516,0.485,Alexandria,Egypt,31.35N,30.16E
1976-08-01,25.507,0.562,Alexandria,Egypt,31.35N,30.16E
1980-07-01,26.096,0.366,Alexandria,Egypt,31.35N,30.16E
1980-08-01,26.706,0.41,Alexandria,Egypt,31.35N,30.16E
1984-07-01,25.399,0.353,Alexandria,Egypt,31.35N,30.16E
1984-08-01,25.641,0.14800000000000002,Alexandria,Egypt,31.35N,30.16E
1988-07-01,27.397,0.523,Alexandria,Egypt,31.35N,30.16E
1988-08-01,27.414,0.115,Alexandria,Egypt,31.35N,30.16E
1992-07-01,25.872,0.36,Alexandria,Egypt,31.35N,30.16E
1992-08-01,27.006,0.252,Alexandria,Egypt,31.35N,30.16E
1996-07-01,26.153000000000002,0.287,Alexandria,Egypt,31.35N,30.16E
1996-08-01,27.048000000000002,0.16699999999999998,Alexandria,Egypt,31.35N,30.16E
2000-07-01,27.090999999999998,0.207,Alexandria,Egypt,31.35N,30.16E
2000-08-01,26.93,0.242,Alexandria,Egypt,31.35N,30.16E
2004-07-01,27.156,0.192,Alexandria,Egypt,31.35N,30.16E
2004-08-01,27.301,0.294,Alexandria,Egypt,31.35N,30.16E
2008-07-01,27.484,0.29,Alexandria,Egypt,31.35N,30.16E
2008-08-01,28.138,0.214,Alexandria,Egypt,31.35N,30.16E
2012-07-01,28.266,0.503,Alexandria,Egypt,31.35N,30.16E
2012-08-01,28.613000000000003,0.536,Alexandria,Egypt,31.35N,30.16E
1920-07-01,21.522,0.504,Ankara,Turkey,39.38N,33.29E
1920-08-01,22.289,0.401,Ankara,Turkey,39.38N,33.29E
1924-07-01,21.384,0.32,Ankara,Turkey,39.38N,33.29E
1924-08-01,21.426,0.486,Ankara,Turkey,39.38N,33.29E
1928-07-01,22.319000000000006,0.586,Ankara,Turkey,39.38N,33.29E
1928-08-01,21.485,0.8540000000000001,Ankara,Turkey,39.38N,33.29E
1932-07-01,21.035999999999998,0.65,Ankara,Turkey,39.38N,33.29E
1932-08-01,20.632,0.439,Ankara,Turkey,39.38N,33.29E
1936-07-01,22.034,0.272,Ankara,Turkey,39.38N,33.29E
1936-08-01,22.978,0.51,Ankara,Turkey,39.38N,33.29E
1948-07-01,21.985,0.856,Ankara,Turkey,39.38N,33.29E
1948-08-01,22.421999999999997,0.5589999999999999,Ankara,Turkey,39.38N,33.29E
1952-07-01,21.22,0.515,Ankara,Turkey,39.38N,33.29E
1952-08-01,22.787,0.273,Ankara,Turkey,39.38N,33.29E
1956-07-01,21.471999999999998,0.261,Ankara,Turkey,39.38N,33.29E
1956-08-01,23.072,0.243,Ankara,Turkey,39.38N,33.29E
1960-07-01,21.891,0.593,Ankara,Turkey,39.38N,33.29E
1960-08-01,20.697,0.393,Ankara,Turkey,39.38N,33.29E
1964-07-01,21.31,0.413,Ankara,Turkey,39.38N,33.29E
1964-08-01,20.171,0.304,Ankara,Turkey,39.38N,33.29E
1968-07-01,21.695,0.331,Ankara,Turkey,39.38N,33.29E
1968-08-01,20.254,0.304,Ankara,Turkey,39.38N,33.29E
1972-07-01,22.635,0.418,Ankara,Turkey,39.38N,33.29E
1972-08-01,21.892,0.349,Ankara,Turkey,39.38N,33.29E
1976-07-01,20.683000000000003,0.235,Ankara,Turkey,39.38N,33.29E
1976-08-01,19.87,0.201,Ankara,Turkey,39.38N,33.29E
1980-07-01,23.844,0.29600000000000004,Ankara,Turkey,39.38N,33.29E
1980-08-01,21.524,0.244,Ankara,Turkey,39.38N,33.29E
1984-07-01,20.679,0.295,Ankara,Turkey,39.38N,33.29E
1984-08-01,18.439,0.243,Ankara,Turkey,39.38N,33.29E
1988-07-01,21.930999999999997,0.308,Ankara,Turkey,39.38N,33.29E
1988-08-01,21.802,0.231,Ankara,Turkey,39.38N,33.29E
1992-07-01,19.727999999999998,0.505,Ankara,Turkey,39.38N,33.29E
1992-08-01,22.243000000000002,0.487,Ankara,Turkey,39.38N,33.29E
1996-07-01,23.728,0.344,Ankara,Turkey,39.38N,33.29E
1996-08-01,22.476,0.252,Ankara,Turkey,39.38N,33.29E
2000-07-01,24.84,0.5,Ankara,Turkey,39.38N,33.29E
2000-08-01,22.083000000000002,0.222,Ankara,Turkey,39.38N,33.29E
2004-07-01,22.246,0.305,Ankara,Turkey,39.38N,33.29E
2004-08-01,22.197,0.314,Ankara,Turkey,39.38N,33.29E
2008-07-01,23.427,0.34700000000000003,Ankara,Turkey,39.38N,33.29E
2008-08-01,24.778000000000002,0.29600000000000004,Ankara,Turkey,39.38N,33.29E
2012-07-01,24.244,0.599,Ankara,Turkey,39.38N,33.29E
2012-08-01,22.33,0.338,Ankara,Turkey,39.38N,33.29E
1920-07-01,32.909,2.466,Baghdad,Iraq,32.95N,45.00E
1920-08-01,34.150999999999996,0.414,Baghdad,Iraq,32.95N,45.00E
1924-07-01,35.275999999999996,0.35700000000000004,Baghdad,Iraq,32.95N,45.00E
1924-08-01,34.353,0.348,Baghdad,Iraq,32.95N,45.00E
1928-07-01,35.327,1.112,Baghdad,Iraq,32.95N,45.00E
1928-08-01,33.347,0.412,Baghdad,Iraq,32.95N,45.00E
1932-07-01,33.893,0.503,Baghdad,Iraq,32.95N,45.00E
1932-08-01,34.872,1.356,Baghdad,Iraq,32.95N,45.00E
1936-07-01,34.963,0.322,Baghdad,Iraq,32.95N,45.00E
1936-08-01,35.741,0.605,Baghdad,Iraq,32.95N,45.00E
1948-07-01,35.499,0.361,Baghdad,Iraq,32.95N,45.00E
1948-08-01,34.116,0.841,Baghdad,Iraq,32.95N,45.00E
1952-07-01,34.689,0.623,Baghdad,Iraq,32.95N,45.00E
1952-08-01,35.204,0.894,Baghdad,Iraq,32.95N,45.00E
1956-07-01,34.844,0.444,Baghdad,Iraq,32.95N,45.00E
1956-08-01,35.174,0.639,Baghdad,Iraq,32.95N,45.00E
1960-07-01,35.306999999999995,0.463,Baghdad,Iraq,32.95N,45.00E
1960-08-01,34.33,0.647,Baghdad,Iraq,32.95N,45.00E
1964-07-01,35.184,0.433,Baghdad,Iraq,32.95N,45.00E
1964-08-01,33.494,0.293,Baghdad,Iraq,32.95N,45.00E
1968-07-01,35.912,0.6,Baghdad,Iraq,32.95N,45.00E
1968-08-01,32.902,0.8390000000000001,Baghdad,Iraq,32.95N,45.00E
1972-07-01,34.076,0.376,Baghdad,Iraq,32.95N,45.00E
1972-08-01,35.289,0.5429999999999999,Baghdad,Iraq,32.95N,45.00E
1976-07-01,33.844,0.293,Baghdad,Iraq,32.95N,45.00E
1976-08-01,33.931999999999995,0.252,Baghdad,Iraq,32.95N,45.00E
1980-07-01,36.585,0.5,Baghdad,Iraq,32.95N,45.00E
1980-08-01,34.300000000000004,0.3720000000000001,Baghdad,Iraq,32.95N,45.00E
1984-07-01,35.451,0.608,Baghdad,Iraq,32.95N,45.00E
1984-08-01,32.347,0.6990000000000001,Baghdad,Iraq,32.95N,45.00E
1988-07-01,35.479,0.5429999999999999,Baghdad,Iraq,32.95N,45.00E
1988-08-01,34.365,0.35700000000000004,Baghdad,Iraq,32.95N,45.00E
1992-07-01,33.829,0.899,Baghdad,Iraq,32.95N,45.00E
1992-08-01,33.97,1.27,Baghdad,Iraq,32.95N,45.00E
1996-07-01,36.9,0.906,Baghdad,Iraq,32.95N,45.00E
1996-08-01,35.445,0.7140000000000001,Baghdad,Iraq,32.95N,45.00E
2000-07-01,38.283,0.436,Baghdad,Iraq,32.95N,45.00E
2000-08-01,36.736999999999995,0.386,Baghdad,Iraq,32.95N,45.00E
2004-07-01,35.984,0.422,Baghdad,Iraq,32.95N,45.00E
2004-08-01,34.93,0.332,Baghdad,Iraq,32.95N,45.00E
2008-07-01,36.4,0.233,Baghdad,Iraq,32.95N,45.00E
2008-08-01,37.143,0.4320000000000001,Baghdad,Iraq,32.95N,45.00E
2012-07-01,37.371,0.35600000000000004,Baghdad,Iraq,32.95N,45.00E
2012-08-01,36.559,0.6,Baghdad,Iraq,32.95N,45.00E
1920-07-01,24.696,0.226,Bangalore,India,12.05N,77.26E
1920-08-01,24.321,0.242,Bangalore,India,12.05N,77.26E
1924-07-01,24.007,0.198,Bangalore,India,12.05N,77.26E
1924-08-01,24.439,0.331,Bangalore,India,12.05N,77.26E
1928-07-01,24.38,0.461,Bangalore,India,12.05N,77.26E
1928-08-01,24.062,0.5870000000000001,Bangalore,India,12.05N,77.26E
1932-07-01,24.428,0.282,Bangalore,India,12.05N,77.26E
1932-08-01,24.69,0.35200000000000004,Bangalore,India,12.05N,77.26E
1936-07-01,24.357,0.207,Bangalore,India,12.05N,77.26E
1936-08-01,24.324,0.47,Bangalore,India,12.05N,77.26E
1948-07-01,24.586,0.118,Bangalore,India,12.05N,77.26E
1948-08-01,24.375,0.09,Bangalore,India,12.05N,77.26E
1952-07-01,24.819000000000003,0.21600000000000005,Bangalore,India,12.05N,77.26E
1952-08-01,24.622,0.142,Bangalore,India,12.05N,77.26E
1956-07-01,23.673000000000002,0.373,Bangalore,India,12.05N,77.26E
1956-08-01,24.345,0.344,Bangalore,India,12.05N,77.26E
1960-07-01,24.746,0.2,Bangalore,India,12.05N,77.26E
1960-08-01,25.11,0.22,Bangalore,India,12.05N,77.26E
1964-07-01,24.676,0.622,Bangalore,India,12.05N,77.26E
1964-08-01,24.24,0.276,Bangalore,India,12.05N,77.26E
1968-07-01,24.096,0.388,Bangalore,India,12.05N,77.26E
1968-08-01,24.976999999999997,0.226,Bangalore,India,12.05N,77.26E
1972-07-01,24.918000000000003,0.187,Bangalore,India,12.05N,77.26E
1972-08-01,24.978,0.525,Bangalore,India,12.05N,77.26E
1976-07-01,24.826,0.335,Bangalore,India,12.05N,77.26E
1976-08-01,24.474,0.222,Bangalore,India,12.05N,77.26E
1980-07-01,24.911,0.257,Bangalore,India,12.05N,77.26E
1980-08-01,24.628,0.198,Bangalore,India,12.05N,77.26E
1984-07-01,24.305,0.343,Bangalore,India,12.05N,77.26E
1984-08-01,24.809,0.13699999999999998,Bangalore,India,12.05N,77.26E
1988-07-01,24.69,0.245,Bangalore,India,12.05N,77.26E
1988-08-01,24.877,0.416,Bangalore,India,12.05N,77.26E
1992-07-01,24.677,0.229,Bangalore,India,12.05N,77.26E
1992-08-01,24.593000000000004,0.486,Bangalore,India,12.05N,77.26E
1996-07-01,24.94,0.282,Bangalore,India,12.05N,77.26E
1996-08-01,24.641,0.228,Bangalore,India,12.05N,77.26E
2000-07-01,25.015,0.476,Bangalore,India,12.05N,77.26E
2000-08-01,24.333000000000002,0.305,Bangalore,India,12.05N,77.26E
2004-07-01,24.906,0.256,Bangalore,India,12.05N,77.26E
2004-08-01,25.042,0.409,Bangalore,India,12.05N,77.26E
2008-07-01,25.211,0.213,Bangalore,India,12.05N,77.26E
2008-08-01,24.933000000000003,0.195,Bangalore,India,12.05N,77.26E
2012-07-01,26.003,0.512,Bangalore,India,12.05N,77.26E
2012-08-01,25.542,0.769,Bangalore,India,12.05N,77.26E
1920-07-01,27.962,0.383,Bangkok,Thailand,13.66N,99.91E
1920-08-01,27.943,0.43,Bangkok,Thailand,13.66N,99.91E
1924-07-01,27.225,0.828,Bangkok,Thailand,13.66N,99.91E
1924-08-01,27.725,0.377,Bangkok,Thailand,13.66N,99.91E
1928-07-01,27.814,0.556,Bangkok,Thailand,13.66N,99.91E
1928-08-01,27.623,0.459,Bangkok,Thailand,13.66N,99.91E
1932-07-01,27.579,0.465,Bangkok,Thailand,13.66N,99.91E
1932-08-01,28.623,0.423,Bangkok,Thailand,13.66N,99.91E
1936-07-01,27.816999999999997,0.217,Bangkok,Thailand,13.66N,99.91E
1936-08-01,27.516,0.563,Bangkok,Thailand,13.66N,99.91E
1948-07-01,27.906999999999996,0.264,Bangkok,Thailand,13.66N,99.91E
1948-08-01,27.6,0.309,Bangkok,Thailand,13.66N,99.91E
1952-07-01,28.243000000000002,0.289,Bangkok,Thailand,13.66N,99.91E
1952-08-01,27.701,0.223,Bangkok,Thailand,13.66N,99.91E
1956-07-01,27.547,0.238,Bangkok,Thailand,13.66N,99.91E
1956-08-01,27.533,0.289,Bangkok,Thailand,13.66N,99.91E
